Player,Squad,Comp,Pos,primary_pos,Age,nineties,market_value_in_eur,market_value_eur_M,valuation_date,pos_group,perf_score,value_score
Adrien Thomasson,Strasbourg,Ligue 1,MF,MF,29,10.4,6000000.0,6.0,2023-06-27,MF,8.066999999999998,1.3444999999999998
Khéphren Thuram-Ulie,Nice,Ligue 1,MF,MF,21,17.6,,,,MF,9.182,
Youri Tielemans,Leicester City,Premier League,MF,MF,25,18.3,25000000.0,25.0,2023-06-20,MF,16.014,0.64056
Corentin Tolisso,Lyon,Ligue 1,MF,MF,28,10.3,14000000.0,14.0,2023-06-27,MF,23.328000000000003,1.6662857142857146
Sandro Tonali,Milan,Serie A,MF,MF,22,17.4,50000000.0,50.0,2023-06-15,MF,9.697000000000001,0.19394000000000003
Óliver Torres,Sevilla,La Liga,MFFW,MF,28,15.6,9000000.0,9.0,2023-06-13,MF,12.364,1.3737777777777778
Lucas Torró,Osasuna,La Liga,MF,MF,28,16.7,8000000.0,8.0,2023-06-13,MF,7.540000000000001,0.9425000000000001
Birama Touré,Auxerre,Ligue 1,MF,MF,30,21.8,1800000.0,1.8,2023-06-27,MF,8.154,4.53
Lucas Tousart,Hertha BSC,Bundesliga,MF,MF,25,17.7,9000000.0,9.0,2023-06-22,MF,7.478,0.8308888888888889
Óscar Trejo,Rayo Vallecano,La Liga,MFFW,MF,34,13.4,3000000.0,3.0,2023-06-13,MF,11.227000000000002,3.742333333333334
Cengiz Ünder,Marseille,Ligue 1,MFDF,MF,25,13.8,20000000.0,20.0,2023-06-27,MF,7.542,0.3771
Óscar Valentín,Rayo Vallecano,La Liga,MF,MF,28,13.6,5000000.0,5.0,2023-06-13,MF,13.338999999999999,2.6677999999999997
Matías Vecino,Lazio,Serie A,MF,MF,31,10.8,4500000.0,4.5,2023-06-15,MF,10.211,2.269111111111111
Gabriel Veiga,Celta Vigo,La Liga,MF,MF,20,11.5,,,,MF,8.780999999999999,
Jordan Veretout,Marseille,Ligue 1,MF,MF,29,16.8,16000000.0,16.0,2023-06-27,MF,18.098,1.131125
Marco Verratti,Paris S-G,Ligue 1,MF,MF,30,13.8,40000000.0,40.0,2023-06-27,MF,22.560999999999996,0.5640249999999999
Mikel Vesga,Athletic Club,La Liga,MF,MF,29,16.5,6000000.0,6.0,2023-06-13,MF,15.914,2.6523333333333334
Tonny Vilhena,Salernitana,Serie A,MF,MF,28,15.7,3800000.0,3.8,2023-06-15,MF,7.127000000000001,1.875526315789474
Vitinha,Paris S-G,Ligue 1,MF,MF,22,15.3,42000000.0,42.0,2023-06-27,MF,14.219999999999999,0.3385714285714285
Vitinha,Paris S-G,Ligue 1,MF,MF,22,15.3,18000000.0,18.0,2023-06-27,MF,14.219999999999999,0.7899999999999999
Nikola Vlai?,Torino,Serie A,MFFW,MF,25,20.5,,,,MF,7.0840000000000005,
Walace,Udinese,Serie A,MF,MF,27,20.1,7000000.0,7.0,2023-06-15,MF,11.383,1.6261428571428571
James Ward-Prowse,Southampton,Premier League,MF,MF,28,22.0,38000000.0,38.0,2023-06-20,MF,11.744,0.30905263157894736
Julian Weigl,M'Gladbach,Bundesliga,MF,MF,27,13.7,10000000.0,10.0,2023-06-22,MF,5.983,0.5982999999999999
Joe Willock,Newcastle Utd,Premier League,MF,MF,23,17.8,38000000.0,38.0,2023-06-20,MF,8.444,0.2222105263157895
Granit Xhaka,Arsenal,Premier League,MF,MF,30,19.8,20000000.0,20.0,2023-06-20,MF,12.829,0.6414500000000001
Ryan Yates,Nott'ham Forest,Premier League,MF,MF,25,15.5,11000000.0,11.0,2023-06-20,MF,4.624999999999999,0.42045454545454536
Andre-Frank Zambo Anguissa,Napoli,Serie A,MF,MF,27,17.7,,,,MF,12.245000000000001,
Piotr Zieli?ski,Napoli,Serie A,MF,MF,28,14.6,,,,MF,11.239,
Martín Zubimendi,Real Sociedad,La Liga,MF,MF,24,17.8,40000000.0,40.0,2023-06-13,MF,11.473,0.286825
Martin Ødegaard,Arsenal,Premier League,MF,MF,24,18.7,90000000.0,90.0,2023-06-20,MF,13.100000000000001,0.14555555555555558
Filip ?uri?i?,Sampdoria,Serie A,MFFW,MF,31,14.7,,,,MF,7.269,
Yunis Abdelhamid,Reims,Ligue 1,DF,DF,35,22.0,700000.0,0.7,2023-06-27,DF,11.82,16.885714285714286
Francesco Acerbi,Inter,Serie A,DF,DF,35,12.3,4000000.0,4.0,2023-06-15,DF,8.940000000000001,2.2350000000000003
Marcos Acuña,Sevilla,La Liga,DF,DF,31,10.9,10000000.0,10.0,2023-06-13,DF,8.25,0.825
Tosin Adarabioyo,Fulham,Premier League,DF,DF,25,12.2,16000000.0,16.0,2023-06-20,DF,10.420000000000002,0.6512500000000001
Emmanuel Agbadou,Reims,Ligue 1,DF,DF,25,17.8,7500000.0,7.5,2023-06-27,DF,11.06,1.4746666666666668
Joseph Aidoo,Celta Vigo,La Liga,DF,DF,27,20.0,8000000.0,8.0,2023-06-13,DF,9.350000000000001,1.1687500000000002
Rayan Aït Nouri,Wolves,Premier League,DF,DF,21,10.1,,,,DF,7.42,
Emanuel Aiwum,Cremonese,Serie A,DF,DF,22,11.4,,,,DF,11.68,
Manuel Akanji,Manchester City,Premier League,DF,DF,27,14.3,38000000.0,38.0,2023-06-20,DF,5.67,0.14921052631578946
Nathan Aké,Manchester City,Premier League,DF,DF,27,12.8,42000000.0,42.0,2023-06-20,DF,6.6499999999999995,0.15833333333333333
Sergio Akieme,Almería,La Liga,DF,DF,25,21.0,7500000.0,7.5,2023-06-13,DF,4.91,0.6546666666666667
Kevin Akpoguma,Hoffenheim,Bundesliga,DF,DF,27,11.4,3500000.0,3.5,2023-06-22,DF,11.41,3.2600000000000002
David Alaba,Real Madrid,La Liga,DF,DF,30,15.2,40000000.0,40.0,2023-06-13,DF,4.14,0.1035
Jordi Alba,Barcelona,La Liga,DF,DF,33,10.3,5000000.0,5.0,2023-06-13,DF,4.86,0.9720000000000001
Raúl Albiol,Villarreal,La Liga,DF,DF,37,16.9,2500000.0,2.5,2023-06-13,DF,8.77,3.508
Trent Alexander-Arnold,Liverpool,Premier League,DF,DF,24,16.0,65000000.0,65.0,2023-06-20,DF,5.389999999999999,0.0829230769230769
Jim Allevinah,Clermont Foot,Ligue 1,DFFW,DF,27,13.6,2000000.0,2.0,2023-06-27,DF,4.7700000000000005,2.3850000000000002
Yeray Álvarez,Athletic Club,La Liga,DF,DF,28,17.4,15000000.0,15.0,2023-06-13,DF,10.01,0.6673333333333333
Daniel Amartey,Leicester City,Premier League,DF,DF,28,15.2,12000000.0,12.0,2023-06-20,DF,8.629999999999999,0.7191666666666666
Kelvin Amian,Spezia,Serie A,DF,DF,25,11.7,3800000.0,3.8,2023-06-15,DF,9.219999999999999,2.426315789473684
Ethan Ampadu,Spezia,Serie A,DFMF,DF,22,15.1,9000000.0,9.0,2023-06-15,DF,10.32,1.1466666666666667
Joachim Andersen,Crystal Palace,Premier League,DF,DF,26,16.4,30000000.0,30.0,2023-06-20,DF,12.87,0.429
Angeliño,Hoffenheim,Bundesliga,DF,DF,26,17.7,12000000.0,12.0,2023-06-22,DF,5.03,0.4191666666666667
Waldemar Anton,Stuttgart,Bundesliga,DF,DF,26,19.9,4500000.0,4.5,2023-06-22,DF,9.66,2.1466666666666665
Tommaso Augello,Sampdoria,Serie A,DF,DF,28,18.1,2000000.0,2.0,2023-06-15,DF,4.26,2.13
Serge Aurier,Nott'ham Forest,Premier League,DF,DF,30,12.0,8000000.0,8.0,2023-06-20,DF,12.58,1.5725
Cédric Avinel,Ajaccio,Ligue 1,DF,DF,36,12.2,250000.0,0.25,2023-06-27,DF,7.960000000000001,31.840000000000003
César Azpilicueta,Chelsea,Premier League,DF,DF,33,11.4,5000000.0,5.0,2023-06-20,DF,10.709999999999999,2.142
Sr?an Babi?,Almería,La Liga,DF,DF,26,17.5,,,,DF,6.97,
Ridle Baku,Wolfsburg,Bundesliga,DF,DF,24,19.2,13000000.0,13.0,2023-06-22,DF,6.9399999999999995,0.5338461538461539
Alejandro Balde,Barcelona,La Liga,DF,DF,19,13.4,50000000.0,50.0,2023-06-13,DF,4.55,0.091
Thierno Balde,Troyes,Ligue 1,DF,DF,20,14.7,,,,DF,4.96,
Leonardo Balerdi,Marseille,Ligue 1,DF,DF,24,19.6,10000000.0,10.0,2023-06-27,DF,10.0,1.0
Iván Balliu,Rayo Vallecano,La Liga,DF,DF,31,19.9,4000000.0,4.0,2023-06-13,DF,5.470000000000001,1.3675000000000002
Melvin Bard,Nice,Ligue 1,DF,DF,22,16.6,7000000.0,7.0,2023-06-27,DF,9.76,1.3942857142857144
Federico Baschirotto,Lecce,Serie A,DF,DF,26,22.0,8000000.0,8.0,2023-06-15,DF,10.77,1.34625
Alessandro Bastoni,Inter,Serie A,DF,DF,23,14.1,60000000.0,60.0,2023-06-15,DF,7.95,0.1325
Maximilian Bauer,Augsburg,Bundesliga,DF,DF,23,11.6,3500000.0,3.5,2023-06-22,DF,11.559999999999999,3.3028571428571425
Rodrigo Becão,Udinese,Serie A,DF,DF,27,14.7,10000000.0,10.0,2023-06-15,DF,9.66,0.966
Stefan Bell,Mainz 05,Bundesliga,DF,DF,31,12.7,2000000.0,2.0,2023-06-22,DF,13.229999999999999,6.614999999999999
Armel Bella Kotchap,Southampton,Premier League,DF,DF,21,11.4,,,,DF,12.909999999999998,
Ramy Bensebaini,M'Gladbach,Bundesliga,DF,DF,27,17.9,20000000.0,20.0,2023-06-22,DF,10.540000000000001,0.527
Yuri Berchiche,Athletic Club,La Liga,DF,DF,33,10.5,2000000.0,2.0,2023-06-13,DF,9.32,4.66
Bartosz Bereszy?ski,Sampdoria,Serie A,DF,DF,30,13.3,,,,DF,8.27,
Juan Bernat,Paris S-G,Ligue 1,DF,DF,29,11.0,10000000.0,10.0,2023-06-27,DF,4.45,0.445
Matteo Bianchetti,Cremonese,Serie A,DF,DF,29,13.8,800000.0,0.8,2023-06-15,DF,10.86,13.575
Pedro Bigas,Elche,La Liga,DF,DF,32,14.2,1000000.0,1.0,2023-06-13,DF,9.23,9.23
Jaka Bijol,Udinese,Serie A,DF,DF,24,15.4,10000000.0,10.0,2023-06-15,DF,12.719999999999999,1.2719999999999998
Cristiano Biraghi,Fiorentina,Serie A,DF,DF,30,18.0,5000000.0,5.0,2023-06-15,DF,5.390000000000001,1.078
Miha Bla?i?,Angers,Ligue 1,DF,DF,29,16.5,,,,DF,7.51,
Neto Borges,Clermont Foot,Ligue 1,DF,DF,26,19.0,4000000.0,4.0,2023-06-27,DF,8.58,2.145
Sebastiaan Bornauw,Wolfsburg,Bundesliga,DF,DF,23,12.6,8500000.0,8.5,2023-06-22,DF,10.16,1.1952941176470588
Sven Botman,Newcastle Utd,Premier League,DF,DF,23,18.7,45000000.0,45.0,2023-06-20,DF,9.24,0.20533333333333334
Domagoj Bradari?,Salernitana,Serie A,DF,DF,23,11.1,,,,DF,4.32,
Lilian Brassier,Brest,Ligue 1,DF,DF,23,18.4,5000000.0,5.0,2023-06-27,DF,9.24,1.848
Gleison Bremer,Juventus,Serie A,DF,DF,25,17.5,,,,DF,10.86,
Dylan Bronn,Salernitana,Serie A,DF,DF,27,13.9,2500000.0,2.5,2023-06-15,DF,9.709999999999999,3.8839999999999995
Cédric Brunner,Schalke 04,Bundesliga,DF,DF,28,15.8,1800000.0,1.8,2023-06-22,DF,9.11,5.061111111111111
Andreas Bruus,Troyes,Ligue 1,DFFW,DF,24,11.3,2000000.0,2.0,2023-06-27,DF,3.7199999999999998,1.8599999999999999
Santiago Bueno,Girona,La Liga,DF,DF,24,19.9,8000000.0,8.0,2023-06-13,DF,8.69,1.08625
Alessandro Buongiorno,Torino,Serie A,DF,DF,23,15.7,10000000.0,10.0,2023-06-15,DF,11.41,1.141
Dan Burn,Newcastle Utd,Premier League,DF,DF,30,20.6,10000000.0,10.0,2023-06-20,DF,9.9,0.99
Leandro Cabrera,Espanyol,La Liga,DF,DF,31,18.3,2500000.0,2.5,2023-06-13,DF,10.49,4.196
Anthony Caci,Mainz 05,Bundesliga,DF,DF,25,11.8,8500000.0,8.5,2023-06-22,DF,9.49,1.116470588235294
Davide Calabria,Milan,Serie A,DF,DF,26,11.1,20000000.0,20.0,2023-06-15,DF,9.54,0.477
Mattia Caldara,Spezia,Serie A,DF,DF,28,10.8,2000000.0,2.0,2023-06-15,DF,12.690000000000001,6.345000000000001
Luca Caldirola,Monza,Serie A,DF,DF,32,14.6,1500000.0,1.5,2023-06-15,DF,6.99,4.66
Fernando Calero,Espanyol,La Liga,DFMF,DF,27,13.1,2000000.0,2.0,2023-06-13,DF,9.99,4.995
Andrea Cambiaso,Bologna,Serie A,DF,DF,22,12.8,8000000.0,8.0,2023-06-15,DF,6.790000000000001,0.8487500000000001
João Cancelo,Manchester City,Premier League,DF,DF,28,14.2,50000000.0,50.0,2023-06-22,DF,6.4,0.128
Antonio Candreva,Salernitana,Serie A,DFMF,DF,35,17.9,1500000.0,1.5,2023-06-15,DF,3.0200000000000005,2.0133333333333336
Isaac Carcelen,Cádiz,La Liga,DF,DF,29,11.7,,,,DF,10.01,
Carlos,Monza,Serie A,DF,DF,24,19.5,,,,DF,6.92,
Yannick Carrasco,Atlético Madrid,La Liga,DFMF,DF,29,10.8,25000000.0,25.0,2023-06-13,DF,4.26,0.1704
Dani Carvajal,Real Madrid,La Liga,DF,DF,31,12.0,,,,DF,6.66,
Nicolò Casale,Lazio,Serie A,DF,DF,24,14.6,22000000.0,22.0,2023-06-15,DF,8.49,0.3859090909090909
Matty Cash,Aston Villa,Premier League,DF,DF,25,13.2,25000000.0,25.0,2023-06-20,DF,7.199999999999999,0.288
Timothy Castagne,Leicester City,Premier League,DF,DF,27,20.2,25000000.0,25.0,2023-06-20,DF,9.11,0.3644
Jean-Charles Castelletto,Nantes,Ligue 1,DF,DF,28,16.3,3500000.0,3.5,2023-06-27,DF,11.53,3.294285714285714
Jonny Castro,Wolves,Premier League,DF,DF,28,11.3,,,,DF,8.41,
Catena,Rayo Vallecano,La Liga,DF,DF,28,19.0,,,,DF,9.16,
Maximiliano Caufriez,Clermont Foot,Ligue 1,DF,DF,25,15.4,2500000.0,2.5,2023-06-27,DF,8.700000000000001,3.4800000000000004
Federico Ceccherini,Hellas Verona,Serie A,DF,DF,30,11.5,1500000.0,1.5,2023-06-15,DF,8.45,5.633333333333333
Zeki Çelik,Roma,Serie A,DF,DF,25,11.0,10000000.0,10.0,2023-06-15,DF,9.46,0.9460000000000001
Trevoh Chalobah,Chelsea,Premier League,DF,DF,23,10.8,18000000.0,18.0,2023-06-20,DF,8.33,0.4627777777777778
Brendan Chardonnet,Brest,Ligue 1,DF,DF,28,17.5,5000000.0,5.0,2023-06-27,DF,10.86,2.1719999999999997
Patrick Ciurria,Monza,Serie A,DFMF,DF,28,13.8,5000000.0,5.0,2023-06-15,DF,3.8299999999999996,0.7659999999999999
Jonathan Clauss,Marseille,Ligue 1,DF,DF,30,15.9,14000000.0,14.0,2023-06-27,DF,4.96,0.35428571428571426
Carlos Clerc,Elche,La Liga,DFMF,DF,30,13.0,1500000.0,1.5,2023-06-13,DF,7.3,4.866666666666666
Nathaniel Clyne,Crystal Palace,Premier League,DF,DF,31,13.4,2000000.0,2.0,2023-06-20,DF,6.79,3.395
Conor Coady,Everton,Premier League,DF,DF,29,18.9,12000000.0,12.0,2023-06-20,DF,7.340000000000001,0.6116666666666667
Omar Colley,Sampdoria,Serie A,DF,DF,30,15.4,3000000.0,3.0,2023-06-08,DF,9.41,3.1366666666666667
Nathan Collins,Wolves,Premier League,DF,DF,21,16.4,22000000.0,22.0,2023-06-20,DF,9.75,0.4431818181818182
Eray Cömert,Valencia,La Liga,DF,DF,25,14.9,3500000.0,3.5,2023-06-13,DF,10.469999999999999,2.991428571428571
Steve Cook,Nott'ham Forest,Premier League,DF,DF,31,10.6,1800000.0,1.8,2023-06-20,DF,10.75,5.972222222222222
Liam Cooper,Leeds United,Premier League,DF,DF,31,12.3,3000000.0,3.0,2023-06-20,DF,12.030000000000001,4.010000000000001
Copete,Mallorca,La Liga,DF,DF,23,14.3,,,,DF,10.43,
Thierry Correia,Valencia,La Liga,DF,DF,23,15.4,8000000.0,8.0,2023-06-13,DF,8.11,1.01375
Jaume Costa,Mallorca,La Liga,DF,DF,34,16.4,1200000.0,1.2,2023-06-13,DF,5.130000000000001,4.275000000000001
Vladimír Coufal,West Ham,Premier League,DF,DF,30,14.3,9000000.0,9.0,2023-06-20,DF,9.03,1.0033333333333332
Nicolas Cozza,Montpellier,Ligue 1,DF,DF,24,14.2,3500000.0,3.5,2023-06-22,DF,8.870000000000001,2.5342857142857147
Aaron Cresswell,West Ham,Premier League,DF,DF,33,17.0,1200000.0,1.2,2023-06-20,DF,6.76,5.633333333333334
Juan Cruz Armada,Osasuna,La Liga,DF,DF,30,14.0,,,,DF,5.3500000000000005,
Juan Cuadrado,Juventus,Serie A,DFFW,DF,34,11.8,4000000.0,4.0,2023-06-15,DF,6.35,1.5875
Marc Cucurella,Chelsea,Premier League,DF,DF,24,14.9,35000000.0,35.0,2023-06-20,DF,9.000000000000002,0.2571428571428572
Diogo Dalot,Manchester Utd,Premier League,DF,DF,23,14.1,40000000.0,40.0,2023-06-20,DF,8.94,0.22349999999999998
Flavius Daniliuc,Salernitana,Serie A,DF,DF,21,11.5,8000000.0,8.0,2023-06-15,DF,10.95,1.36875
Danilo,Juventus,Serie A,DF,DF,31,20.1,,,,DF,9.499999999999998,
Danilo,Juventus,Serie A,DF,DF,31,20.1,,,,DF,9.499999999999998,
Danilo,Juventus,Serie A,DF,DF,31,20.1,200000.0,0.2,2023-03-28,DF,9.499999999999998,47.499999999999986
Danilo,Juventus,Serie A,DF,DF,31,20.1,15000000.0,15.0,2023-06-15,DF,9.499999999999998,0.6333333333333332
Danilo,Juventus,Serie A,DF,DF,31,20.1,,,,DF,9.499999999999998,
Danilo,Juventus,Serie A,DF,DF,31,20.1,6500000.0,6.5,2023-06-23,DF,9.499999999999998,1.4615384615384612
Danilo,Juventus,Serie A,DF,DF,31,20.1,28000000.0,28.0,2023-06-20,DF,9.499999999999998,0.33928571428571425
Danilo,Juventus,Serie A,DF,DF,31,20.1,,,,DF,9.499999999999998,
Kevin Danso,Lens,Ligue 1,DF,DF,24,22.0,22000000.0,22.0,2023-06-27,DF,9.37,0.42590909090909085
Dante,Nice,Ligue 1,DF,DF,39,22.0,600000.0,0.6,2023-06-27,DF,10.04,16.733333333333334
Achraf Dari,Brest,Ligue 1,DF,DF,23,10.0,2000000.0,2.0,2023-06-27,DF,9.1,4.55
Matteo Darmian,Inter,Serie A,DF,DF,33,11.0,4000000.0,4.0,2023-06-15,DF,7.1899999999999995,1.7974999999999999
Alphonso Davies,Bayern Munich,Bundesliga,DF,DF,22,15.5,70000000.0,70.0,2023-06-22,DF,5.03,0.07185714285714286
Ben Davies,Tottenham,Premier League,DF,DF,29,16.0,15000000.0,15.0,2023-06-20,DF,7.5,0.5
Ben Davies,Tottenham,Premier League,DF,DF,29,16.0,3500000.0,3.5,2023-06-26,DF,7.5,2.142857142857143
Merih Demiral,Atalanta,Serie A,DF,DF,24,13.6,20000000.0,20.0,2023-06-15,DF,11.989999999999998,0.5994999999999999
Fabio Depaoli,Hellas Verona,Serie A,DF,DF,25,13.0,3000000.0,3.0,2023-06-15,DF,6.23,2.0766666666666667
Mikkel Desler,Toulouse,Ligue 1,DF,DF,27,13.4,2500000.0,2.5,2023-06-27,DF,8.209999999999999,3.284
Giovanni Di Lorenzo,Napoli,Serie A,DF,DF,29,20.9,25000000.0,25.0,2023-06-15,DF,6.220000000000001,0.24880000000000002
Mouctar Diakhaby,Valencia,La Liga,DF,DF,26,12.8,6000000.0,6.0,2023-06-13,DF,7.58,1.2633333333333334
Bafodé Diakité,Lille,Ligue 1,DF,DF,22,19.4,10000000.0,10.0,2023-06-27,DF,7.27,0.727
Ismael Diallo,Ajaccio,Ligue 1,DF,DF,26,17.0,,,,DF,6.41,
Moussa Diarra,Toulouse,Ligue 1,DF,DF,22,11.0,800000.0,0.8,2023-06-27,DF,8.19,10.237499999999999
Eric Dier,Tottenham,Premier League,DF,DF,29,21.3,18000000.0,18.0,2023-06-20,DF,9.21,0.5116666666666667
Lucas Digne,Aston Villa,Premier League,DF,DF,29,12.3,15000000.0,15.0,2023-06-20,DF,7.8,0.52
Federico Dimarco,Inter,Serie A,DF,DF,25,16.3,35000000.0,35.0,2023-06-15,DF,4.239999999999999,0.12114285714285712
Issa Diop,Fulham,Premier League,DF,DF,26,12.7,18000000.0,18.0,2023-06-20,DF,8.82,0.49
Axel Disasi,Monaco,Ligue 1,DF,DF,24,22.0,30000000.0,30.0,2023-06-27,DF,9.96,0.332
Tiago Djaló,Lille,Ligue 1,DF,DF,22,19.3,16000000.0,16.0,2023-06-27,DF,7.52,0.47
Djené,Getafe,La Liga,DF,DF,31,17.1,,,,DF,7.42,
Koffi Djidji,Torino,Serie A,DF,DF,30,16.9,3000000.0,3.0,2023-06-15,DF,8.65,2.8833333333333333
Alexander Djiku,Strasbourg,Ligue 1,DF,DF,28,20.0,8000000.0,8.0,2023-06-27,DF,13.4,1.675
Dodô,Fiorentina,Serie A,DF,DF,24,13.2,150000.0,0.15,2023-05-11,DF,4.76,31.733333333333334
Dodô,Fiorentina,Serie A,DF,DF,24,13.2,800000.0,0.8,2023-04-07,DF,4.76,5.949999999999999
Dodô,Fiorentina,Serie A,DF,DF,24,13.2,20000000.0,20.0,2023-06-15,DF,4.76,0.238
Dodô,Fiorentina,Serie A,DF,DF,24,13.2,,,,DF,4.76,
Danilho Doekhi,Union Berlin,Bundesliga,DF,DF,24,10.9,17000000.0,17.0,2023-06-22,DF,10.74,0.631764705882353
Josh Doig,Hellas Verona,Serie A,DF,DF,20,10.4,8000000.0,8.0,2023-06-15,DF,5.01,0.62625
Gabriel Dos Santos,Arsenal,Premier League,DF,DF,25,21.0,,,,DF,9.53,
Ismaël Doukouré,Strasbourg,Ligue 1,DF,DF,19,11.3,6000000.0,6.0,2023-06-27,DF,6.54,1.09
Souleyman Doumbia,Angers,Ligue 1,DFFW,DF,26,16.4,2500000.0,2.5,2023-06-27,DF,6.84,2.7359999999999998
Domingos Duarte,Getafe,La Liga,DF,DF,27,18.5,5000000.0,5.0,2023-06-13,DF,10.06,2.012
Denzel Dumfries,Inter,Serie A,DF,DF,26,13.3,28000000.0,28.0,2023-06-15,DF,6.01,0.21464285714285714
Lewis Dunk,Brighton,Premier League,DF,DF,31,21.0,16000000.0,16.0,2023-06-20,DF,7.010000000000001,0.43812500000000004
Jean-Kevin Duverne,Brest,Ligue 1,DF,DF,25,15.4,,,,DF,8.31,
Enzo Ebosse,Udinese,Serie A,DF,DF,23,10.1,4500000.0,4.5,2023-06-15,DF,9.22,2.048888888888889
Aritz Elustondo,Real Sociedad,La Liga,DF,DF,28,11.4,14000000.0,14.0,2023-06-13,DF,8.24,0.5885714285714286
Nico Elvedi,M'Gladbach,Bundesliga,DF,DF,26,16.5,18000000.0,18.0,2023-06-22,DF,9.4,0.5222222222222223
Rodrigo Ely,Almería,La Liga,DF,DF,29,19.1,3000000.0,3.0,2023-06-13,DF,10.69,3.563333333333333
Emerson,Tottenham,Premier League,DF,DF,24,13.3,12000000.0,12.0,2023-06-20,DF,8.95,0.7458333333333332
Emerson,Tottenham,Premier League,DF,DF,24,13.3,,,,DF,8.95,
Martin Erlic,Sassuolo,Serie A,DF,DF,25,13.6,,,,DF,9.64,
Alfonso Espino,Cádiz,La Liga,DF,DF,31,19.7,3500000.0,3.5,2023-06-13,DF,8.99,2.5685714285714285
Maxime Estève,Montpellier,Ligue 1,DF,DF,20,14.8,7000000.0,7.0,2023-06-27,DF,11.889999999999999,1.6985714285714284
Pervis Estupiñán,Brighton,Premier League,DF,DF,25,14.0,32000000.0,32.0,2023-06-20,DF,7.99,0.2496875
Wout Faes,Leicester City,Premier League,DF,DF,24,16.0,20000000.0,20.0,2023-06-20,DF,10.0,0.5
Fali,Cádiz,La Liga,DFMF,DF,29,10.2,2500000.0,2.5,2023-06-13,DF,8.91,3.564
Federico Fazio,Salernitana,Serie A,DF,DF,35,11.8,400000.0,0.4,2023-06-15,DF,12.620000000000001,31.55
Edimilson Fernandes,Mainz 05,Bundesliga,DF,DF,26,14.1,5500000.0,5.5,2023-06-22,DF,8.8,1.6
Joaquín Fernández,Valladolid,La Liga,DF,DF,26,14.6,3000000.0,3.0,2023-06-13,DF,10.41,3.47
Joaquín Fernández,Valladolid,La Liga,DF,DF,26,14.6,175000.0,0.175,2023-04-03,DF,10.41,59.48571428571429
Alexis Flips,Reims,Ligue 1,DFMF,DF,23,11.2,6000000.0,6.0,2023-06-27,DF,7.0600000000000005,1.1766666666666667
José Fonte,Lille,Ligue 1,DF,DF,39,17.7,600000.0,0.6,2023-06-27,DF,9.27,15.45
Przemys?aw Frankowski,Lens,Ligue 1,DFMF,DF,27,17.5,,,,DF,7.2700000000000005,
Marco Friedl,Werder Bremen,Bundesliga,DF,DF,24,16.8,7000000.0,7.0,2023-06-22,DF,10.83,1.5471428571428572
Marvin Friedrich,M'Gladbach,Bundesliga,DF,DF,27,10.7,4000000.0,4.0,2023-06-22,DF,9.620000000000001,2.4050000000000002
Jeremie Frimpong,Leverkusen,Bundesliga,DFMF,DF,22,17.9,40000000.0,40.0,2023-06-22,DF,5.86,0.14650000000000002
Javi Galán,Celta Vigo,La Liga,DF,DF,28,19.1,12000000.0,12.0,2023-06-13,DF,7.79,0.6491666666666667
Antonino Gallo,Lecce,Serie A,DF,DF,23,14.8,2500000.0,2.5,2023-06-15,DF,7.699999999999999,3.0799999999999996
Cristian Gamboa,Bochum,Bundesliga,DF,DF,33,14.1,600000.0,0.6,2023-06-22,DF,7.800000000000001,13.000000000000002
David García,Osasuna,La Liga,DF,DF,28,17.5,,,,DF,11.780000000000001,
David García,Osasuna,La Liga,DF,DF,28,17.5,20000000.0,20.0,2023-06-13,DF,11.780000000000001,0.5890000000000001
Francisco Garcia,Rayo Vallecano,La Liga,DF,DF,23,19.9,,,,DF,5.84,
Unai García,Osasuna,La Liga,DF,DF,31,14.1,2500000.0,2.5,2023-06-13,DF,8.790000000000001,3.5160000000000005
Valentin Gendrey,Lecce,Serie A,DF,DF,22,20.2,4000000.0,4.0,2023-06-15,DF,10.229999999999999,2.5574999999999997
Niko Gießelmann,Union Berlin,Bundesliga,DF,DF,31,10.5,1000000.0,1.0,2023-06-22,DF,6.85,6.85
Samuel Gigot,Marseille,Ligue 1,DF,DF,29,14.1,10000000.0,10.0,2023-06-27,DF,11.71,1.171
Óscar Gil,Espanyol,La Liga,DF,DF,25,14.1,300000.0,0.3,2023-06-30,DF,7.16,23.866666666666667
Óscar Gil,Espanyol,La Liga,DF,DF,25,14.1,3000000.0,3.0,2023-06-13,DF,7.16,2.3866666666666667
Matthias Ginter,Freiburg,Bundesliga,DF,DF,29,20.0,18000000.0,18.0,2023-06-22,DF,10.950000000000001,0.6083333333333334
Andrei Girotto,Nantes,Ligue 1,DFMF,DF,30,20.8,4000000.0,4.0,2023-06-27,DF,15.690000000000001,3.9225000000000003
Joe Gomez,Liverpool,Premier League,DF,DF,25,12.3,22000000.0,22.0,2023-06-20,DF,10.73,0.48772727272727273
Sergi Gómez,Espanyol,La Liga,DF,DF,30,12.5,2000000.0,2.0,2023-06-13,DF,9.76,4.88
Édgar González,Betis,La Liga,DF,DF,25,12.7,,,,DF,11.97,
Oumar Gonzalez,Ajaccio,Ligue 1,DF,DF,24,17.5,2500000.0,2.5,2023-06-27,DF,8.92,3.568
Jeffrey Gouweleeuw,Augsburg,Bundesliga,DF,DF,31,18.3,3000000.0,3.0,2023-06-22,DF,12.02,4.006666666666667
