Player,Squad,Comp,Pos,primary_pos,Age,nineties,Fls,CrdY,CrdR,fouls_per90,card_rate_per90
Jonathan David,Lille,Ligue 1,FW,FW,23,19.5,0.87,0.15,0.0,0.87,0.15
Jeffrey Gouweleeuw,Augsburg,Bundesliga,DF,DF,31,18.3,0.87,0.38,0.0,0.87,0.38
David López,Girona,La Liga,DF,DF,33,10.4,0.87,0.29,0.0,0.87,0.29
Jhon Lucumí,Bologna,Serie A,DF,DF,24,17.2,0.87,0.29,0.0,0.87,0.29
Omar Mascarell,Elche,La Liga,MF,MF,30,17.2,0.87,0.29,0.0,0.87,0.29
Kim Min-jae,Napoli,Serie A,DF,DF,26,19.5,0.87,0.21,0.0,0.87,0.21
Dango Ouattara,Lorient,Ligue 1,FWMF,FW,21,17.2,0.87,0.17,0.06,0.87,0.29
Roberto Pereyra,Udinese,Serie A,DFMF,DF,32,17.2,0.87,0.23,0.0,0.87,0.23
Yoane Wissa,Brentford,Premier League,FW,FW,26,10.4,0.87,0.19,0.0,0.87,0.19
Dante,Nice,Ligue 1,DF,DF,39,22.0,0.86,0.18,0.0,0.86,0.18
Boulaye Dia,Salernitana,Serie A,FW,FW,26,16.3,0.86,0.06,0.0,0.86,0.06
Yasser Larouci,Troyes,Ligue 1,DFFW,DF,22,12.8,0.86,0.08,0.0,0.86,0.08
Nehuén Pérez,Udinese,Serie A,DF,DF,22,17.5,0.86,0.17,0.06,0.86,0.29
Romano Schmid,Werder Bremen,Bundesliga,MF,MF,23,10.5,0.86,0.1,0.0,0.86,0.1
Fikayo Tomori,Milan,Serie A,DF,DF,25,17.5,0.86,0.11,0.0,0.86,0.11
Ezequiel Ávila,Osasuna,La Liga,FWMF,FW,29,12.9,0.85,0.39,0.08,0.85,0.55
Alessandro Bastoni,Inter,Serie A,DF,DF,23,14.1,0.85,0.14,0.0,0.85,0.14
José Fonte,Lille,Ligue 1,DF,DF,39,17.7,0.85,0.23,0.0,0.85,0.23
Antoine Griezmann,Atlético Madrid,La Liga,FWMF,FW,31,14.1,0.85,0.0,0.0,0.85,0.0
Luiz Henrique,Betis,La Liga,FW,FW,22,12.9,0.85,0.31,0.0,0.85,0.31
Jorginho,Chelsea,Premier League,MF,MF,31,14.2,0.85,0.28,0.0,0.85,0.28
Banzouzi Locko,Reims,Ligue 1,DF,DF,20,11.8,0.85,0.25,0.08,0.85,0.41
Michael Olise,Crystal Palace,Premier League,MFFW,MF,21,15.3,0.85,0.13,0.0,0.85,0.13
Rodrigo Ely,Almería,La Liga,DF,DF,29,19.1,0.84,0.26,0.05,0.84,0.36
Pascal Groß,Brighton,Premier League,MFDF,MF,31,20.2,0.84,0.1,0.0,0.84,0.1
Lorenzo Pellegrini,Roma,Serie A,MF,MF,26,17.9,0.84,0.11,0.0,0.84,0.11
Raúl Albiol,Villarreal,La Liga,DF,DF,37,16.9,0.83,0.3,0.0,0.83,0.3
Marco Friedl,Werder Bremen,Bundesliga,DF,DF,24,16.8,0.83,0.3,0.06,0.83,0.42
Franck Honorat,Brest,Ligue 1,FWMF,FW,26,19.2,0.83,0.05,0.0,0.83,0.05
Harry Kane,Tottenham,Premier League,FW,FW,29,22.8,0.83,0.18,0.0,0.83,0.18
Danilo Pereira,Paris S-G,Ligue 1,DFMF,DF,31,13.2,0.83,0.15,0.0,0.83,0.15
Antonee Robinson,Fulham,Premier League,DF,DF,25,19.3,0.83,0.26,0.0,0.83,0.26
Erling Haaland,Manchester City,Premier League,FW,FW,22,18.2,0.82,0.16,0.0,0.82,0.16
Marc-Oliver Kempf,Hertha BSC,Bundesliga,DF,DF,28,18.4,0.82,0.22,0.0,0.82,0.22
Jesper Lindstrøm,Eint Frankfurt,Bundesliga,MFFW,MF,22,13.4,0.82,0.15,0.0,0.82,0.15
Konstantinos Mavropanos,Stuttgart,Bundesliga,DF,DF,25,15.8,0.82,0.32,0.0,0.82,0.32
Marcus Tavernier,Bournemouth,Premier League,MFFW,MF,23,14.6,0.82,0.07,0.0,0.82,0.07
Martin Terrier,Rennes,Ligue 1,FWMF,FW,25,14.7,0.82,0.0,0.0,0.82,0.0
Sergio Akieme,Almería,La Liga,DF,DF,25,21.0,0.81,0.19,0.0,0.81,0.19
Marc Cucurella,Chelsea,Premier League,DF,DF,24,14.9,0.81,0.13,0.0,0.81,0.13
Josh Dasilva,Brentford,Premier League,MF,MF,24,11.1,0.81,0.09,0.0,0.81,0.09
Pierre Kalulu,Milan,Serie A,DF,DF,22,18.6,0.81,0.11,0.0,0.81,0.11
Armand Lauriente,Sassuolo,Serie A,FW,FW,24,13.6,0.81,0.37,0.07,0.81,0.51
Rúben Neves,Wolves,Premier League,MF,MF,25,21.0,0.81,0.33,0.0,0.81,0.33
David Okereke,Cremonese,Serie A,FWMF,FW,25,16.0,0.81,0.25,0.0,0.81,0.25
Pedro,Lazio,Serie A,FW,FW,35,12.4,0.81,0.08,0.0,0.81,0.08
Nicolas Pépé,Nice,Ligue 1,FWMF,FW,27,13.6,0.81,0.15,0.0,0.81,0.15
Tetê,Lyon,Ligue 1,FWMF,FW,22,12.3,0.81,0.24,0.0,0.81,0.24
Granit Xhaka,Arsenal,Premier League,MF,MF,30,19.8,0.81,0.15,0.0,0.81,0.15
Sr?an Babi?,Almería,La Liga,DF,DF,26,17.5,0.8,0.17,0.0,0.8,0.17
Jonny Castro,Wolves,Premier League,DF,DF,28,11.3,0.8,0.27,0.0,0.8,0.27
Achraf Dari,Brest,Ligue 1,DF,DF,23,10.0,0.8,0.1,0.0,0.8,0.1
Lloyd Kelly,Bournemouth,Premier League,DF,DF,24,10.0,0.8,0.2,0.0,0.8,0.2
José María Giménez,Atlético Madrid,La Liga,DF,DF,28,11.2,0.8,0.45,0.0,0.8,0.45
Adama Traoré,Wolves,Premier League,FWMF,FW,27,10.0,0.8,0.0,0.0,0.8,0.0
Sebastiaan Bornauw,Wolfsburg,Bundesliga,DF,DF,23,12.6,0.79,0.32,0.0,0.79,0.32
Timothy Castagne,Leicester City,Premier League,DF,DF,27,20.2,0.79,0.1,0.0,0.79,0.1
Catena,Rayo Vallecano,La Liga,DF,DF,28,19.0,0.79,0.32,0.0,0.79,0.32
Nathan Collins,Wolves,Premier League,DF,DF,21,16.4,0.79,0.12,0.06,0.79,0.24
Juan Cruz Armada,Osasuna,La Liga,DF,DF,30,14.0,0.79,0.29,0.0,0.79,0.29
Harvey Elliott,Liverpool,Premier League,MFFW,MF,19,12.6,0.79,0.08,0.0,0.79,0.08
Mario Götze,Eint Frankfurt,Bundesliga,MF,MF,30,17.8,0.79,0.06,0.0,0.79,0.06
Pablo Marí,Monza,Serie A,DF,DF,29,12.6,0.79,0.16,0.0,0.79,0.16
Rasmus Nicolaisen,Toulouse,Ligue 1,DF,DF,25,20.3,0.79,0.2,0.05,0.79,0.3
Nicolas Pallois,Nantes,Ligue 1,DF,DF,35,15.2,0.79,0.2,0.07,0.79,0.34
Lucas Perrin,Strasbourg,Ligue 1,DF,DF,24,10.1,0.79,0.1,0.0,0.79,0.1
Sanjin Prci?,Strasbourg,Ligue 1,MF,MF,29,15.2,0.79,0.07,0.07,0.79,0.21
Fali,Cádiz,La Liga,DFMF,DF,29,10.2,0.78,0.39,0.0,0.78,0.39
Arthur Theate,Rennes,Ligue 1,DF,DF,22,21.9,0.78,0.14,0.0,0.78,0.14
Isaac Carcelen,Cádiz,La Liga,DF,DF,29,11.7,0.77,0.17,0.17,0.77,0.51
Giovanni Di Lorenzo,Napoli,Serie A,DF,DF,29,20.9,0.77,0.1,0.0,0.77,0.1
Josh Doig,Hellas Verona,Serie A,DF,DF,20,10.4,0.77,0.0,0.0,0.77,0.0
Theo Hernández,Milan,Serie A,DF,DF,25,18.3,0.77,0.27,0.0,0.77,0.27
Rafael Leão,Milan,Serie A,FWMF,FW,23,16.9,0.77,0.36,0.06,0.77,0.48
Clément Lenglet,Tottenham,Premier League,DF,DF,27,10.4,0.77,0.19,0.0,0.77,0.19
Jordan Lotomba,Nice,Ligue 1,DFMF,DF,24,18.2,0.77,0.16,0.0,0.77,0.16
Declan Rice,West Ham,Premier League,MF,MF,24,22.0,0.77,0.14,0.0,0.77,0.14
Joe Rodon,Rennes,Ligue 1,DF,DF,25,13.0,0.77,0.15,0.08,0.77,0.31
William Saliba,Arsenal,Premier League,DF,DF,21,20.8,0.77,0.19,0.0,0.77,0.19
Nico Williams,Athletic Club,La Liga,FWMF,FW,20,18.2,0.77,0.05,0.0,0.77,0.05
Martin Braithwaite,Espanyol,La Liga,FWMF,FW,31,13.2,0.76,0.15,0.08,0.76,0.31
Sergi Darder,Espanyol,La Liga,MF,MF,29,19.7,0.76,0.1,0.0,0.76,0.1
Eberechi Eze,Crystal Palace,Premier League,MFFW,MF,24,17.2,0.76,0.06,0.0,0.76,0.06
Anthony Jung,Werder Bremen,Bundesliga,DFFW,DF,31,17.2,0.76,0.0,0.0,0.76,0.0
Andrea Pinamonti,Sassuolo,Serie A,FW,FW,23,14.5,0.76,0.14,0.0,0.76,0.14
Yeray Álvarez,Athletic Club,La Liga,DF,DF,28,17.4,0.75,0.17,0.06,0.75,0.29
Nicolò Casale,Lazio,Serie A,DF,DF,24,14.6,0.75,0.27,0.0,0.75,0.27
Germán Pezzella,Betis,La Liga,DF,DF,31,15.9,0.75,0.13,0.13,0.75,0.39
Raphinha,Barcelona,La Liga,FW,FW,26,10.7,0.75,0.28,0.0,0.75,0.28
Hamza Sakhi,Auxerre,Ligue 1,MF,MF,26,17.4,0.75,0.06,0.0,0.75,0.06
Joe Aribo,Southampton,Premier League,MFFW,MF,26,12.2,0.74,0.16,0.0,0.74,0.16
Jean-Charles Castelletto,Nantes,Ligue 1,DF,DF,28,16.3,0.74,0.12,0.0,0.74,0.12
Alex Král,Schalke 04,Bundesliga,MF,MF,24,12.2,0.74,0.08,0.0,0.74,0.08
Francesco Acerbi,Inter,Serie A,DF,DF,35,12.3,0.73,0.24,0.0,0.73,0.24
Fran Beltrán,Celta Vigo,La Liga,MF,MF,24,17.9,0.73,0.17,0.0,0.73,0.17
Lewis Cook,Bournemouth,Premier League,MF,MF,26,16.5,0.73,0.12,0.0,0.73,0.12
Liam Cooper,Leeds United,Premier League,DF,DF,31,12.3,0.73,0.16,0.0,0.73,0.16
Axel Disasi,Monaco,Ligue 1,DF,DF,24,22.0,0.73,0.09,0.0,0.73,0.09
Jonas Hector,Köln,Bundesliga,DF,DF,32,16.4,0.73,0.0,0.0,0.73,0.0
Jamal Musiala,Bayern Munich,Bundesliga,MFFW,MF,19,15.1,0.73,0.07,0.0,0.73,0.07
Nathan Patterson,Everton,Premier League,DFMF,DF,21,11.0,0.73,0.27,0.0,0.73,0.27
Rico Henry,Brentford,Premier League,DF,DF,25,20.9,0.72,0.0,0.0,0.72,0.0
Stanislav Lobotka,Napoli,Serie A,MF,MF,28,19.4,0.72,0.05,0.0,0.72,0.05
Rony Lopes,Troyes,Ligue 1,MFFW,MF,27,13.8,0.72,0.14,0.0,0.72,0.14
Borja Mayoral,Getafe,La Liga,FW,FW,25,18.0,0.72,0.17,0.0,0.72,0.17
Erik Palmer-Brown,Troyes,Ligue 1,DF,DF,25,20.9,0.72,0.1,0.0,0.72,0.1
Daniel Parejo,Villarreal,La Liga,MF,MF,33,19.5,0.72,0.1,0.0,0.72,0.1
Axel Witsel,Atlético Madrid,La Liga,DFMF,DF,34,13.9,0.72,0.14,0.0,0.72,0.14
Wissam Ben Yedder,Monaco,Ligue 1,FW,FW,32,12.6,0.71,0.08,0.0,0.71,0.08
Andreas Bruus,Troyes,Ligue 1,DFFW,DF,24,11.3,0.71,0.18,0.0,0.71,0.18
Danilo Cataldi,Lazio,Serie A,MF,MF,28,15.5,0.71,0.26,0.0,0.71,0.26
Samuel Chukwueze,Villarreal,La Liga,FWMF,FW,23,11.2,0.71,0.09,0.0,0.71,0.09
Marc Guéhi,Crystal Palace,Premier League,DF,DF,22,21.0,0.71,0.33,0.0,0.71,0.33
Hiroki Ito,Stuttgart,Bundesliga,DF,DF,23,17.0,0.71,0.24,0.0,0.71,0.24
Bryan Mbeumo,Brentford,Premier League,FW,FW,23,18.4,0.71,0.22,0.0,0.71,0.22
Rogério,Sassuolo,Serie A,DF,DF,25,18.3,0.71,0.27,0.0,0.71,0.27
Mohamed Salah,Liverpool,Premier League,FW,FW,30,19.7,0.71,0.0,0.0,0.71,0.0
Pau Torres,Villarreal,La Liga,DF,DF,26,17.0,0.71,0.41,0.0,0.71,0.41
Nicola Zalewski,Roma,Serie A,DF,DF,21,12.6,0.71,0.16,0.0,0.71,0.16
Nathan Aké,Manchester City,Premier League,DF,DF,27,12.8,0.7,0.0,0.0,0.7,0.0
Matthias Ginter,Freiburg,Bundesliga,DF,DF,29,20.0,0.7,0.1,0.0,0.7,0.1
Riyad Mahrez,Manchester City,Premier League,FWMF,FW,31,10.0,0.7,0.2,0.0,0.7,0.2
Adam Marui?,Lazio,Serie A,DF,DF,30,21.3,0.7,0.19,0.0,0.7,0.19
Christopher Nkunku,RB Leipzig,Bundesliga,FWMF,FW,25,14.2,0.7,0.07,0.0,0.7,0.07
Javi Puado,Espanyol,La Liga,FWMF,FW,24,12.8,0.7,0.23,0.0,0.7,0.23
Ben White,Arsenal,Premier League,DF,DF,25,18.7,0.7,0.21,0.0,0.7,0.21
Arber Zeneli,Reims,Ligue 1,FWMF,FW,27,10.0,0.7,0.0,0.0,0.7,0.0
Miguel Almirón,Newcastle Utd,Premier League,FW,FW,29,20.2,0.69,0.05,0.0,0.69,0.05
Étienne Capoue,Villarreal,La Liga,MF,MF,34,13.0,0.69,0.08,0.0,0.69,0.08
Lucas Martínez Quarta,Fiorentina,Serie A,DF,DF,26,13.1,0.69,0.15,0.0,0.69,0.15
Chris Mepham,Bournemouth,Premier League,DF,DF,25,17.3,0.69,0.29,0.0,0.69,0.29
Gerard Moreno,Villarreal,La Liga,FW,FW,30,10.2,0.69,0.2,0.0,0.69,0.2
Gonzalo Plata,Valladolid,La Liga,FWMF,FW,22,10.2,0.69,0.0,0.0,0.69,0.0
Jordi Alba,Barcelona,La Liga,DF,DF,33,10.3,0.68,0.39,0.1,0.68,0.59
Joaquín Fernández,Valladolid,La Liga,DF,DF,26,14.6,0.68,0.21,0.0,0.68,0.21
Antonino Gallo,Lecce,Serie A,DF,DF,23,14.8,0.68,0.2,0.07,0.68,0.34
Ismaily,Lille,Ligue 1,DF,DF,33,16.1,0.68,0.0,0.0,0.68,0.0
Tyrone Mings,Aston Villa,Premier League,DF,DF,29,19.0,0.68,0.21,0.0,0.68,0.21
Willi Orban,RB Leipzig,Bundesliga,DF,DF,30,19.0,0.68,0.05,0.0,0.68,0.05
Andrew Robertson,Liverpool,Premier League,DF,DF,28,14.7,0.68,0.0,0.0,0.68,0.0
Rafael Tolói,Atalanta,Serie A,DF,DF,32,16.1,0.68,0.19,0.0,0.68,0.19
Leandro Trossard,Brighton,Premier League,FWMF,FW,28,14.6,0.68,0.07,0.0,0.68,0.07
Serge Aurier,Nott'ham Forest,Premier League,DF,DF,30,12.0,0.67,0.17,0.0,0.67,0.17
Seko Fofana,Lens,Ligue 1,MF,MF,27,19.4,0.67,0.05,0.0,0.67,0.05
Nemanja Gudelj,Sevilla,La Liga,DFMF,DF,31,17.8,0.67,0.28,0.0,0.67,0.28
Manuel Lazzari,Lazio,Serie A,DF,DF,29,13.5,0.67,0.37,0.0,0.67,0.37
Florian Lejeune,Rayo Vallecano,La Liga,DF,DF,31,16.5,0.67,0.24,0.06,0.67,0.36
Florent Ogier,Clermont Foot,Ligue 1,DF,DF,33,10.5,0.67,0.19,0.0,0.67,0.19
Fabián Ruiz Peña,Paris S-G,Ligue 1,MF,MF,26,10.5,0.67,0.0,0.0,0.67,0.0
Jean-Clair Todibo,Nice,Ligue 1,DF,DF,23,19.5,0.67,0.21,0.1,0.67,0.41
Tosin Adarabioyo,Fulham,Premier League,DF,DF,25,12.2,0.66,0.16,0.0,0.66,0.16
David Pereira da Costa,Lens,Ligue 1,MFFW,MF,22,13.7,0.66,0.07,0.0,0.66,0.07
Khvicha Kvaratskhelia,Napoli,Serie A,FW,FW,22,13.7,0.66,0.0,0.0,0.66,0.0
Ollie Watkins,Aston Villa,Premier League,FW,FW,27,18.1,0.66,0.06,0.0,0.66,0.06
Jaka Bijol,Udinese,Serie A,DF,DF,24,15.4,0.65,0.26,0.0,0.65,0.26
Trevoh Chalobah,Chelsea,Premier League,DF,DF,23,10.8,0.65,0.28,0.0,0.65,0.28
Moussa Diaby,Leverkusen,Bundesliga,FW,FW,23,18.4,0.65,0.11,0.0,0.65,0.11
Francisco Garcia,Rayo Vallecano,La Liga,DF,DF,23,19.9,0.65,0.0,0.0,0.65,0.0
Junya Ito,Reims,Ligue 1,FW,FW,29,16.8,0.65,0.12,0.06,0.65,0.24
Arnaud Kalimuendo,Rennes,Ligue 1,FW,FW,21,10.8,0.65,0.0,0.0,0.65,0.0
Nahuel Molina,Atlético Madrid,La Liga,DF,DF,24,15.3,0.65,0.2,0.07,0.65,0.34
Iker Muniain,Athletic Club,La Liga,MF,MF,30,12.3,0.65,0.08,0.0,0.65,0.08
Mickey van de Ven,Wolfsburg,Bundesliga,DF,DF,21,20.0,0.65,0.2,0.0,0.65,0.2
Jarrod Bowen,West Ham,Premier League,FWMF,FW,26,21.9,0.64,0.05,0.0,0.64,0.05
Valentin Gendrey,Lecce,Serie A,DF,DF,22,20.2,0.64,0.15,0.0,0.64,0.15
Bernardo Silva,Manchester City,Premier League,MFFW,MF,28,15.7,0.64,0.13,0.0,0.64,0.13
Antonín Barák,Fiorentina,Serie A,MF,MF,28,11.1,0.63,0.18,0.0,0.63,0.18
Pedro Bigas,Elche,La Liga,DF,DF,32,14.2,0.63,0.21,0.14,0.63,0.49
Neto Borges,Clermont Foot,Ligue 1,DF,DF,26,19.0,0.63,0.16,0.05,0.63,0.26
Joselu,Espanyol,La Liga,FW,FW,32,19.0,0.63,0.05,0.0,0.63,0.05
Robin Knoche,Union Berlin,Bundesliga,DF,DF,30,19.0,0.63,0.16,0.0,0.63,0.16
Caio Henrique Oliveira Silva,Monaco,Ligue 1,DF,DF,25,19.0,0.63,0.16,0.0,0.63,0.16
Raphaël Varane,Manchester Utd,Premier League,DF,DF,29,14.4,0.63,0.07,0.0,0.63,0.07
Brenden Aaronson,Leeds United,Premier League,MFFW,MF,22,17.7,0.62,0.11,0.0,0.62,0.11
Gabriel Dos Santos,Arsenal,Premier League,DF,DF,25,21.0,0.62,0.19,0.0,0.62,0.19
Nico Schlotterbeck,Dortmund,Bundesliga,DF,DF,23,19.3,0.62,0.16,0.0,0.62,0.16
Silvan Widmer,Mainz 05,Bundesliga,DF,DF,29,13.0,0.62,0.0,0.0,0.62,0.0
Federico Dimarco,Inter,Serie A,DF,DF,25,16.3,0.61,0.0,0.0,0.61,0.0
Paulo Dybala,Roma,Serie A,MFFW,MF,29,13.1,0.61,0.23,0.0,0.61,0.23
Christian Eriksen,Manchester Utd,Premier League,MF,MF,30,16.5,0.61,0.18,0.0,0.61,0.18
Jeremie Frimpong,Leverkusen,Bundesliga,DFMF,DF,22,17.9,0.61,0.11,0.0,0.61,0.11
Chancel Mbemba,Marseille,Ligue 1,DF,DF,28,21.4,0.61,0.09,0.0,0.61,0.09
Petar Stojanovi?,Empoli,Serie A,DF,DF,27,13.1,0.61,0.23,0.0,0.61,0.23
Joseph Aidoo,Celta Vigo,La Liga,DF,DF,27,20.0,0.6,0.15,0.0,0.6,0.15
Luis Alberto,Lazio,Serie A,MF,MF,30,11.7,0.6,0.09,0.0,0.6,0.09
Saïd Benrahma,West Ham,Premier League,FWMF,FW,27,13.3,0.6,0.0,0.0,0.6,0.0
Karim Benzema,Real Madrid,La Liga,FW,FW,35,11.6,0.6,0.09,0.0,0.6,0.09
Stefan Mitrovi?,Getafe,La Liga,DF,DF,32,11.6,0.6,0.26,0.0,0.6,0.26
Amir Rrahmani,Napoli,Serie A,DF,DF,28,13.4,0.6,0.07,0.0,0.6,0.07
Chris Smalling,Roma,Serie A,DF,DF,33,21.7,0.6,0.18,0.0,0.6,0.18
Maya Yoshida,Schalke 04,Bundesliga,DF,DF,34,19.9,0.6,0.15,0.0,0.6,0.15
Iago Aspas,Celta Vigo,La Liga,FW,FW,35,18.5,0.59,0.22,0.0,0.59,0.22
Anthony Caci,Mainz 05,Bundesliga,DF,DF,25,11.8,0.59,0.0,0.0,0.59,0.0
Gerard Deulofeu,Udinese,Serie A,FW,FW,28,13.5,0.59,0.07,0.0,0.59,0.07
Aleix García,Girona,La Liga,MF,MF,25,20.3,0.59,0.05,0.0,0.59,0.05
Dimitris Nikolaou,Spezia,Serie A,DF,DF,24,18.8,0.59,0.32,0.05,0.59,0.42
Anthony Rouault,Toulouse,Ligue 1,DF,DF,21,21.9,0.59,0.09,0.0,0.59,0.09
Roberto Firmino,Liverpool,Premier League,FWMF,FW,31,10.3,0.58,0.0,0.0,0.58,0.0
Jonas Hofmann,M'Gladbach,Bundesliga,FW,FW,30,15.6,0.58,0.06,0.0,0.58,0.06
Iago,Augsburg,Bundesliga,DFMF,DF,25,12.1,0.58,0.33,0.08,0.58,0.49
James Justin,Leicester City,Premier League,DF,DF,24,13.9,0.58,0.0,0.0,0.58,0.0
Sebastiano Luperto,Empoli,Serie A,DF,DF,26,19.0,0.58,0.16,0.11,0.58,0.38
Milo Veljkovi?,Werder Bremen,Bundesliga,DF,DF,27,13.9,0.58,0.07,0.0,0.58,0.07
Stefan de Vrij,Inter,Serie A,DF,DF,31,12.1,0.58,0.08,0.0,0.58,0.08
Cédric Avinel,Ajaccio,Ligue 1,DF,DF,36,12.2,0.57,0.08,0.08,0.57,0.24
Nedim Bajrami,Empoli,Serie A,MFFW,MF,23,10.5,0.57,0.1,0.0,0.57,0.1
Sergio Camello,Rayo Vallecano,La Liga,FW,FW,22,15.9,0.57,0.06,0.0,0.57,0.06
Lewis Dunk,Brighton,Premier League,DF,DF,31,21.0,0.57,0.1,0.0,0.57,0.1
Luca Kilian,Köln,Bundesliga,DF,DF,23,12.2,0.57,0.41,0.16,0.57,0.73
Youssoufa Moukoko,Dortmund,Bundesliga,FW,FW,18,10.5,0.57,0.0,0.0,0.57,0.0
Mateusz Wieteska,Clermont Foot,Ligue 1,DF,DF,26,23.0,0.57,0.17,0.0,0.57,0.17
Nicolas Cozza,Montpellier,Ligue 1,DF,DF,24,14.2,0.56,0.21,0.0,0.56,0.21
Eric Dier,Tottenham,Premier League,DF,DF,29,21.3,0.56,0.09,0.0,0.56,0.09
Adrien Hunou,Angers,Ligue 1,FWMF,FW,29,17.7,0.56,0.06,0.0,0.56,0.06
Miha Bla?i?,Angers,Ligue 1,DF,DF,29,16.5,0.55,0.12,0.0,0.55,0.12
Issa Diop,Fulham,Premier League,DF,DF,26,12.7,0.55,0.08,0.0,0.55,0.08
Danilho Doekhi,Union Berlin,Bundesliga,DF,DF,24,10.9,0.55,0.0,0.0,0.55,0.0
Moi Gómez,Osasuna,La Liga,MFFW,MF,28,18.2,0.55,0.16,0.0,0.55,0.16
Kylian Mbappé,Paris S-G,Ligue 1,FW,FW,24,16.3,0.55,0.18,0.0,0.55,0.18
Borna Sosa,Stuttgart,Bundesliga,DFMF,DF,25,11.0,0.55,0.36,0.0,0.55,0.36
Montassar Talbi,Lorient,Ligue 1,DF,DF,24,22.0,0.55,0.0,0.0,0.55,0.0
Piotr Zieli?ski,Napoli,Serie A,MF,MF,28,14.6,0.55,0.07,0.0,0.55,0.07
Amine Salama,Angers,Ligue 1,FWMF,FW,22,11.1,0.54,0.09,0.0,0.54,0.09
Armel Bella Kotchap,Southampton,Premier League,DF,DF,21,11.4,0.53,0.09,0.0,0.53,0.09
Demarai Gray,Everton,Premier League,FWMF,FW,26,18.7,0.53,0.05,0.0,0.53,0.05
Luis Hernández,Cádiz,La Liga,DF,DF,33,19.0,0.53,0.26,0.05,0.53,0.36
Julien Laporte,Lorient,Ligue 1,DF,DF,29,17.1,0.53,0.06,0.0,0.53,0.06
Karl Toko Ekambi,Lyon,Ligue 1,FWMF,FW,30,15.0,0.53,0.07,0.0,0.53,0.07
Johan Gastien,Clermont Foot,Ligue 1,MF,MF,35,17.4,0.52,0.29,0.0,0.52,0.29
Ruben Loftus-Cheek,Chelsea,Premier League,MFDF,MF,27,11.5,0.52,0.09,0.0,0.52,0.09
Moses Simon,Nantes,Ligue 1,FWMF,FW,27,17.4,0.52,0.17,0.0,0.52,0.17
Angeliño,Hoffenheim,Bundesliga,DF,DF,26,17.7,0.51,0.11,0.0,0.51,0.11
